"o.sites","counted","marked","yearname","year","pres.j1","pres.j2","pres.j3","count.j1","count.j2","count.j3","observer.j1","observer.j2","observer.j3","time.j1","time.j2","time.j3"
90,"no","no","yr2014",2014,0,0,1,NA,NA,NA,"tech.3","tech.2","tech.1",NA,NA,NA
91,"yes","yes","yr2014",2014,0,0,0,0,0,0,"tech.1","tech.1","tech.3",225,170,65
92,"yes","no","yr2014",2014,0,0,0,1,0,0,"tech.4","tech.1","tech.4",95,350,200
93,"yes","yes","yr2014",2014,0,0,0,61,48,54,"tech.1","tech.3","tech.4",100,265,85
94,"yes","yes","yr2014",2014,1,0,0,27,27,24,"tech.2","tech.4","tech.2",240,75,65
95,"yes","yes","yr2014",2014,0,0,0,0,4,1,"tech.2","tech.1","tech.3",335,165,295
96,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.2",NA,NA,NA
97,"yes","no","yr2014",2014,0,0,0,9,4,1,"tech.2","tech.1","tech.1",135,245,20
98,"yes","yes","yr2014",2014,1,1,0,9,11,9,"tech.3","tech.3","tech.4",345,140,35
99,"no","no","yr2014",2014,0,0,0,NA,NA,NA,"tech.1","tech.4","tech.4",NA,NA,NA
100,"yes","yes","yr2014",2014,1,0,0,5,1,3,"tech.3","tech.1","tech.4",195,60,325
1,"yes","no","yr2015",2015,0,0,0,0,0,0,"tech.1","tech.2","tech.1",0,135,90
2,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.4",NA,NA,NA
3,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.3","tech.1","tech.4",NA,NA,NA
4,"yes","no","yr2015",2015,0,0,0,0,0,0,"tech.2","tech.4","tech.4",100,75,160
5,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.1",NA,NA,NA
6,"yes","no","yr2015",2015,0,0,0,2,1,0,"tech.3","tech.2","tech.4",70,50,135
7,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.3",NA,NA,NA
8,"yes","yes","yr2015",2015,1,0,0,3,7,4,"tech.1","tech.2","tech.4",345,255,345
9,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.1",NA,NA,NA
10,"yes","no","yr2015",2015,1,0,0,24,25,39,"tech.1","tech.1","tech.1",15,285,240
11,"yes","no","yr2015",2015,1,0,1,46,51,47,"tech.1","tech.2","tech.1",220,125,170
12,"yes","no","yr2015",2015,0,0,0,16,7,13,"tech.2","tech.4","tech.3",115,25,160
13,"yes","yes","yr2015",2015,0,0,0,1,3,4,"tech.2","tech.1","tech.1",340,275,45
14,"yes","yes","yr2015",2015,1,1,1,9,7,17,"tech.2","tech.1","tech.1",305,320,120
15,"no","no","yr2015",2015,0,0,1,NA,NA,NA,"tech.1","tech.3","tech.3",NA,NA,NA
16,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.4","tech.1","tech.2",NA,NA,NA
17,"yes","no","yr2015",2015,0,1,1,6,2,2,"tech.1","tech.2","tech.1",80,145,175
18,"no","no","yr2015",2015,1,1,1,NA,NA,NA,"tech.1","tech.1","tech.3",NA,NA,NA
19,"yes","no","yr2015",2015,0,0,0,1,1,0,"tech.4","tech.2","tech.2",120,205,75
20,"yes","no","yr2015",2015,0,0,0,2,1,0,"tech.4","tech.4","tech.4",250,360,335
21,"yes","no","yr2015",2015,0,1,0,14,14,10,"tech.2","tech.3","tech.1",95,100,105
22,"yes","no","yr2015",2015,0,1,0,0,2,5,"tech.2","tech.2","tech.3",235,340,220
23,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.1","tech.2","tech.1",NA,NA,NA
24,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.3","tech.1","tech.2",NA,NA,NA
25,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.2",NA,NA,NA
26,"yes","no","yr2015",2015,0,0,0,0,0,1,"tech.3","tech.4","tech.2",30,80,185
27,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.1",NA,NA,NA
28,"no","no","yr2015",2015,1,0,0,NA,NA,NA,"tech.1","tech.3","tech.1",NA,NA,NA
29,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.3",NA,NA,NA
30,"yes","no","yr2015",2015,0,1,1,30,12,27,"tech.1","tech.1","tech.2",80,290,100
31,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.3","tech.2","tech.1",NA,NA,NA
32,"no","no","yr2015",2015,1,1,0,NA,NA,NA,"tech.1","tech.1","tech.3",NA,NA,NA
33,"no","no","yr2015",2015,0,0,1,NA,NA,NA,"tech.4","tech.1","tech.3",NA,NA,NA
34,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.1",NA,NA,NA
35,"yes","no","yr2015",2015,0,0,0,0,1,0,"tech.3","tech.3","tech.3",30,70,0
36,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.2",NA,NA,NA
37,"yes","no","yr2015",2015,0,0,0,2,3,1,"tech.1","tech.2","tech.1",45,185,230
38,"yes","no","yr2015",2015,0,0,0,2,1,2,"tech.3","tech.4","tech.3",225,105,5
39,"yes","yes","yr2015",2015,0,0,0,0,0,0,"tech.4","tech.1","tech.4",70,305,305
40,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.2","tech.1","tech.3",NA,NA,NA
41,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.1",NA,NA,NA
42,"no","no","yr2015",2015,0,0,1,NA,NA,NA,"tech.2","tech.4","tech.1",NA,NA,NA
43,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.2",NA,NA,NA
44,"yes","no","yr2015",2015,0,1,0,4,6,0,"tech.3","tech.2","tech.3",265,195,225
45,"yes","no","yr2015",2015,0,1,0,20,23,17,"tech.2","tech.1","tech.2",315,45,5
46,"yes","yes","yr2015",2015,0,0,0,7,20,11,"tech.1","tech.1","tech.1",310,70,315
47,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.2",NA,NA,NA
48,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.3","tech.2","tech.4",NA,NA,NA
49,"yes","no","yr2015",2015,0,0,0,0,0,0,"tech.2","tech.4","tech.2",130,60,315
50,"yes","no","yr2015",2015,1,0,0,4,3,2,"tech.2","tech.1","tech.4",40,285,30
51,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.1","tech.3","tech.4",NA,NA,NA
52,"yes","no","yr2015",2015,0,0,0,1,0,1,"tech.4","tech.4","tech.1",45,245,95
53,"no","no","yr2015",2015,0,1,0,NA,NA,NA,"tech.4","tech.4","tech.2",NA,NA,NA
54,"no","no","yr2015",2015,1,1,0,NA,NA,NA,"tech.3","tech.1","tech.4",NA,NA,NA
55,"yes","no","yr2015",2015,0,0,0,1,0,3,"tech.4","tech.3","tech.1",130,95,145
56,"yes","no","yr2015",2015,0,0,0,0,0,0,"tech.1","tech.4","tech.1",30,305,0
57,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.1","tech.2","tech.3",NA,NA,NA
58,"yes","yes","yr2015",2015,0,0,0,2,2,0,"tech.3","tech.2","tech.3",245,195,120
59,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.1",NA,NA,NA
60,"yes","no","yr2015",2015,1,0,0,4,2,3,"tech.1","tech.2","tech.2",360,345,335
61,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.1","tech.2","tech.3",NA,NA,NA
62,"yes","yes","yr2015",2015,0,0,0,1,1,0,"tech.3","tech.2","tech.4",210,245,135
63,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.1","tech.3","tech.1",NA,NA,NA
64,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.3",NA,NA,NA
65,"yes","no","yr2015",2015,0,0,0,0,1,0,"tech.3","tech.1","tech.3",200,230,40
66,"no","no","yr2015",2015,0,0,1,NA,NA,NA,"tech.4","tech.4","tech.3",NA,NA,NA
67,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.4","tech.1","tech.2",NA,NA,NA
68,"yes","yes","yr2015",2015,0,0,0,3,5,4,"tech.1","tech.1","tech.2",25,35,95
69,"yes","yes","yr2015",2015,0,0,0,0,0,0,"tech.4","tech.4","tech.3",325,175,310
70,"no","no","yr2015",2015,1,0,0,NA,NA,NA,"tech.1","tech.3","tech.3",NA,NA,NA
71,"yes","no","yr2015",2015,0,0,0,52,47,46,"tech.4","tech.3","tech.2",60,195,245
72,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.3",NA,NA,NA
73,"no","no","yr2015",2015,1,0,0,NA,NA,NA,"tech.1","tech.2","tech.3",NA,NA,NA
74,"no","no","yr2015",2015,0,0,1,NA,NA,NA,"tech.1","tech.2","tech.1",NA,NA,NA
75,"yes","yes","yr2015",2015,0,1,0,19,20,7,"tech.1","tech.3","tech.4",270,240,350
76,"yes","yes","yr2015",2015,0,0,0,0,0,0,"tech.4","tech.3","tech.2",355,315,185
77,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.1",NA,NA,NA
78,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.2","tech.1","tech.1",NA,NA,NA
79,"yes","no","yr2015",2015,0,1,0,49,27,58,"tech.1","tech.1","tech.4",195,305,190
80,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.3",NA,NA,NA
81,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.1",NA,NA,NA
82,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.4","tech.4","tech.4",NA,NA,NA
83,"yes","yes","yr2015",2015,0,0,1,0,0,0,"tech.2","tech.3","tech.2",260,35,60
84,"yes","yes","yr2015",2015,0,0,0,51,57,31,"tech.1","tech.1","tech.4",60,125,330
85,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.4",NA,NA,NA
86,"yes","yes","yr2015",2015,0,0,0,0,0,0,"tech.1","tech.2","tech.4",335,115,60
87,"no","no","yr2015",2015,0,0,1,NA,NA,NA,"tech.2","tech.4","tech.1",NA,NA,NA
88,"yes","no","yr2015",2015,0,0,0,0,0,0,"tech.2","tech.4","tech.3",0,345,65
89,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.1",NA,NA,NA
90,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.4",NA,NA,NA
91,"yes","yes","yr2015",2015,0,0,0,2,0,0,"tech.2","tech.3","tech.4",120,75,40
92,"yes","no","yr2015",2015,0,0,0,0,0,0,"tech.4","tech.4","tech.2",5,280,245
93,"yes","yes","yr2015",2015,1,1,0,44,13,25,"tech.1","tech.1","tech.1",120,360,315
94,"yes","yes","yr2015",2015,0,0,0,15,17,10,"tech.2","tech.3","tech.3",150,110,90
95,"yes","yes","yr2015",2015,0,0,0,0,1,1,"tech.2","tech.2","tech.2",285,175,200
96,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.1","tech.2","tech.3",NA,NA,NA
97,"yes","no","yr2015",2015,0,1,0,2,5,3,"tech.3","tech.2","tech.3",330,270,295
98,"yes","yes","yr2015",2015,0,1,0,2,12,6,"tech.4","tech.2","tech.1",295,50,300
99,"no","no","yr2015",2015,0,0,0,NA,NA,NA,"tech.3","tech.2","tech.4",NA,NA,NA
100,"yes","yes","yr2015",2015,0,0,0,1,0,0,"tech.4","tech.2","tech.1",55,95,215
1,"yes","no","yr2016",2016,0,0,0,0,0,0,"tech.2","tech.2","tech.1",210,50,140
2,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.3",NA,NA,NA
3,"no","no","yr2016",2016,0,1,0,NA,NA,NA,"tech.1","tech.1","tech.4",NA,NA,NA
4,"yes","no","yr2016",2016,0,0,0,0,0,0,"tech.1","tech.4","tech.3",45,0,200
5,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.4",NA,NA,NA
6,"yes","no","yr2016",2016,0,0,0,0,0,0,"tech.3","tech.3","tech.2",70,5,210
7,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.2",NA,NA,NA
8,"yes","yes","yr2016",2016,0,1,1,8,13,3,"tech.4","tech.3","tech.4",35,210,80
9,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.4","tech.4","tech.3",NA,NA,NA
10,"yes","no","yr2016",2016,1,1,0,32,24,20,"tech.1","tech.4","tech.2",25,70,35
11,"yes","no","yr2016",2016,0,0,1,49,37,39,"tech.3","tech.2","tech.4",140,275,50
12,"yes","no","yr2016",2016,1,0,1,22,15,13,"tech.1","tech.4","tech.3",195,275,175
13,"yes","yes","yr2016",2016,0,0,0,0,0,0,"tech.4","tech.1","tech.4",325,315,120
14,"yes","yes","yr2016",2016,0,0,0,8,10,5,"tech.1","tech.1","tech.2",240,115,50
15,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.1",NA,NA,NA
16,"no","no","yr2016",2016,1,0,1,NA,NA,NA,"tech.1","tech.4","tech.2",NA,NA,NA
17,"yes","no","yr2016",2016,0,0,0,5,8,6,"tech.2","tech.2","tech.1",230,225,250
18,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.4",NA,NA,NA
19,"yes","no","yr2016",2016,0,0,0,0,0,0,"tech.3","tech.2","tech.4",285,75,145
20,"yes","no","yr2016",2016,0,0,0,1,1,0,"tech.4","tech.2","tech.3",240,90,105
21,"yes","no","yr2016",2016,0,0,0,5,8,9,"tech.2","tech.2","tech.2",360,315,320
22,"yes","no","yr2016",2016,1,1,1,2,0,4,"tech.1","tech.1","tech.3",320,360,150
23,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.2","tech.1","tech.1",NA,NA,NA
24,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.4",NA,NA,NA
25,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.3","tech.2","tech.1",NA,NA,NA
26,"yes","no","yr2016",2016,0,0,0,2,0,0,"tech.1","tech.1","tech.1",270,320,5
27,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.3",NA,NA,NA
28,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.3",NA,NA,NA
29,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.2","tech.4","tech.4",NA,NA,NA
30,"yes","no","yr2016",2016,0,0,0,21,12,10,"tech.2","tech.3","tech.4",140,15,30
31,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.3","tech.2","tech.3",NA,NA,NA
32,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.2",NA,NA,NA
33,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.3","tech.2","tech.3",NA,NA,NA
34,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.3",NA,NA,NA
35,"yes","no","yr2016",2016,0,0,0,0,0,0,"tech.1","tech.1","tech.3",220,270,70
36,"no","no","yr2016",2016,1,0,1,NA,NA,NA,"tech.1","tech.1","tech.4",NA,NA,NA
37,"yes","no","yr2016",2016,0,0,0,1,1,1,"tech.1","tech.3","tech.2",85,300,125
38,"yes","no","yr2016",2016,0,0,0,0,0,0,"tech.2","tech.1","tech.2",310,240,70
39,"yes","yes","yr2016",2016,0,0,0,0,0,0,"tech.4","tech.3","tech.4",85,90,285
40,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.4","tech.1","tech.2",NA,NA,NA
41,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.2",NA,NA,NA
42,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.4","tech.1","tech.2",NA,NA,NA
43,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.2",NA,NA,NA
44,"yes","no","yr2016",2016,0,0,0,7,12,16,"tech.4","tech.2","tech.1",330,245,85
45,"yes","no","yr2016",2016,0,1,0,29,25,35,"tech.4","tech.1","tech.4",65,65,130
46,"yes","yes","yr2016",2016,0,1,1,23,20,22,"tech.3","tech.1","tech.2",90,245,260
47,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.4",NA,NA,NA
48,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.1",NA,NA,NA
49,"yes","no","yr2016",2016,0,0,0,1,0,0,"tech.4","tech.1","tech.2",240,180,165
50,"yes","no","yr2016",2016,0,0,0,0,1,0,"tech.4","tech.2","tech.1",285,35,140
51,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.3",NA,NA,NA
52,"yes","no","yr2016",2016,0,0,0,1,0,0,"tech.3","tech.1","tech.1",320,55,65
53,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.3","tech.1","tech.1",NA,NA,NA
54,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.2","tech.4","tech.2",NA,NA,NA
55,"yes","no","yr2016",2016,0,0,0,0,0,0,"tech.3","tech.1","tech.2",35,130,180
56,"yes","no","yr2016",2016,0,0,0,0,0,0,"tech.2","tech.4","tech.3",250,150,85
57,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.1","tech.2","tech.2",NA,NA,NA
58,"yes","yes","yr2016",2016,0,0,0,1,0,0,"tech.3","tech.2","tech.4",310,35,135
59,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.3","tech.1","tech.4",NA,NA,NA
60,"yes","no","yr2016",2016,0,1,0,9,8,9,"tech.4","tech.2","tech.4",105,170,40
61,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.1",NA,NA,NA
62,"yes","yes","yr2016",2016,0,0,0,0,0,1,"tech.2","tech.1","tech.1",40,75,230
63,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.1","tech.4","tech.2",NA,NA,NA
64,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.4","tech.1","tech.4",NA,NA,NA
65,"yes","no","yr2016",2016,0,0,0,0,0,0,"tech.4","tech.3","tech.1",180,50,300
66,"no","no","yr2016",2016,0,1,1,NA,NA,NA,"tech.1","tech.2","tech.1",NA,NA,NA
67,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.2",NA,NA,NA
68,"yes","yes","yr2016",2016,1,0,1,7,4,5,"tech.1","tech.3","tech.1",205,195,70
69,"yes","yes","yr2016",2016,0,0,0,1,0,1,"tech.4","tech.2","tech.4",95,240,310
70,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.2",NA,NA,NA
71,"yes","no","yr2016",2016,0,0,0,65,49,75,"tech.3","tech.1","tech.4",60,305,145
72,"no","no","yr2016",2016,0,0,1,NA,NA,NA,"tech.3","tech.3","tech.3",NA,NA,NA
73,"no","no","yr2016",2016,0,0,1,NA,NA,NA,"tech.4","tech.2","tech.1",NA,NA,NA
74,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.4",NA,NA,NA
75,"yes","yes","yr2016",2016,0,0,0,2,5,6,"tech.2","tech.3","tech.3",330,45,240
76,"yes","yes","yr2016",2016,0,0,0,3,2,4,"tech.1","tech.4","tech.1",210,85,175
77,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.1",NA,NA,NA
78,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.1","tech.2","tech.2",NA,NA,NA
79,"yes","no","yr2016",2016,0,0,0,2,0,1,"tech.4","tech.4","tech.4",320,75,185
80,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.1","tech.1","tech.1",NA,NA,NA
81,"no","no","yr2016",2016,0,1,1,NA,NA,NA,"tech.3","tech.1","tech.4",NA,NA,NA
82,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.3",NA,NA,NA
83,"yes","yes","yr2016",2016,0,0,0,0,0,0,"tech.4","tech.4","tech.1",355,220,120
84,"yes","yes","yr2016",2016,1,0,0,39,50,84,"tech.1","tech.4","tech.3",315,10,170
85,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.1","tech.3","tech.3",NA,NA,NA
86,"yes","yes","yr2016",2016,0,0,0,0,0,0,"tech.3","tech.2","tech.4",115,305,320
87,"no","no","yr2016",2016,1,1,1,NA,NA,NA,"tech.1","tech.2","tech.1",NA,NA,NA
88,"yes","no","yr2016",2016,0,0,0,0,0,0,"tech.1","tech.4","tech.2",100,220,150
89,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.3",NA,NA,NA
90,"no","no","yr2016",2016,0,0,1,NA,NA,NA,"tech.3","tech.3","tech.2",NA,NA,NA
91,"yes","yes","yr2016",2016,0,0,0,0,0,0,"tech.1","tech.2","tech.4",100,330,50
92,"yes","no","yr2016",2016,0,0,0,0,0,0,"tech.1","tech.2","tech.4",295,90,245
93,"yes","yes","yr2016",2016,1,1,1,43,36,35,"tech.4","tech.1","tech.2",165,65,290
94,"yes","yes","yr2016",2016,0,0,0,20,17,15,"tech.3","tech.1","tech.2",165,55,205
95,"yes","yes","yr2016",2016,1,1,0,3,2,3,"tech.1","tech.2","tech.4",225,225,165
96,"no","no","yr2016",2016,0,1,0,NA,NA,NA,"tech.2","tech.3","tech.4",NA,NA,NA
97,"yes","no","yr2016",2016,0,0,0,5,4,5,"tech.1","tech.4","tech.4",185,230,10
98,"yes","yes","yr2016",2016,1,1,0,12,16,8,"tech.1","tech.1","tech.1",5,155,30
99,"no","no","yr2016",2016,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.3",NA,NA,NA
100,"yes","yes","yr2016",2016,0,0,0,1,3,2,"tech.2","tech.3","tech.4",205,5,290
1,"yes","no","yr2017",2017,0,0,0,0,0,0,"tech.2","tech.2","tech.1",355,235,5
2,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.3",NA,NA,NA
3,"no","no","yr2017",2017,1,0,0,NA,NA,NA,"tech.2","tech.2","tech.4",NA,NA,NA
4,"yes","no","yr2017",2017,0,0,0,0,0,0,"tech.1","tech.3","tech.4",85,200,95
5,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.1",NA,NA,NA
6,"yes","no","yr2017",2017,0,0,0,0,0,0,"tech.3","tech.3","tech.4",0,15,225
7,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.2",NA,NA,NA
8,"yes","yes","yr2017",2017,0,1,1,18,5,8,"tech.3","tech.2","tech.2",125,40,210
9,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.4","tech.1","tech.2",NA,NA,NA
10,"yes","no","yr2017",2017,1,0,0,36,47,30,"tech.2","tech.4","tech.2",210,195,315
11,"yes","no","yr2017",2017,0,0,1,37,64,46,"tech.4","tech.1","tech.3",40,130,40
12,"yes","no","yr2017",2017,1,0,1,32,21,17,"tech.2","tech.4","tech.1",250,305,300
13,"yes","yes","yr2017",2017,0,0,0,0,0,0,"tech.1","tech.2","tech.4",105,15,340
14,"yes","yes","yr2017",2017,0,0,0,10,15,16,"tech.3","tech.3","tech.2",15,90,165
15,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.3",NA,NA,NA
16,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.4","tech.2","tech.3",NA,NA,NA
17,"yes","no","yr2017",2017,0,0,0,0,1,0,"tech.4","tech.4","tech.2",320,350,175
18,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.2","tech.3","tech.3",NA,NA,NA
19,"yes","no","yr2017",2017,0,0,0,0,0,0,"tech.4","tech.3","tech.3",135,135,115
20,"yes","no","yr2017",2017,0,0,0,1,0,0,"tech.1","tech.1","tech.3",240,180,285
21,"yes","no","yr2017",2017,0,0,0,0,0,0,"tech.4","tech.2","tech.3",235,300,155
22,"yes","no","yr2017",2017,0,0,0,3,5,9,"tech.4","tech.4","tech.4",320,45,155
23,"no","no","yr2017",2017,1,0,0,NA,NA,NA,"tech.1","tech.4","tech.4",NA,NA,NA
24,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.1","tech.2","tech.2",NA,NA,NA
25,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.4","tech.1","tech.4",NA,NA,NA
26,"yes","no","yr2017",2017,0,0,0,0,0,0,"tech.4","tech.3","tech.2",175,335,255
27,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.1","tech.3","tech.4",NA,NA,NA
28,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.2",NA,NA,NA
29,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.3",NA,NA,NA
30,"yes","no","yr2017",2017,0,0,0,15,16,16,"tech.4","tech.1","tech.2",45,255,125
31,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.3",NA,NA,NA
32,"no","no","yr2017",2017,0,1,1,NA,NA,NA,"tech.3","tech.1","tech.3",NA,NA,NA
33,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.3","tech.3","tech.3",NA,NA,NA
34,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.3","tech.4","tech.1",NA,NA,NA
35,"yes","no","yr2017",2017,0,0,0,0,0,0,"tech.4","tech.1","tech.1",360,260,50
36,"no","no","yr2017",2017,0,1,1,NA,NA,NA,"tech.3","tech.1","tech.3",NA,NA,NA
37,"yes","no","yr2017",2017,0,0,0,0,1,0,"tech.3","tech.4","tech.1",130,255,220
38,"yes","no","yr2017",2017,0,0,0,0,0,0,"tech.1","tech.4","tech.3",5,285,135
39,"yes","yes","yr2017",2017,0,0,0,0,0,0,"tech.3","tech.3","tech.2",325,270,265
40,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.2","tech.2","tech.4",NA,NA,NA
41,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.3","tech.1","tech.4",NA,NA,NA
42,"no","no","yr2017",2017,0,1,0,NA,NA,NA,"tech.3","tech.2","tech.3",NA,NA,NA
43,"no","no","yr2017",2017,0,1,0,NA,NA,NA,"tech.3","tech.1","tech.2",NA,NA,NA
44,"yes","no","yr2017",2017,0,0,0,6,7,4,"tech.2","tech.3","tech.4",180,80,325
45,"yes","no","yr2017",2017,0,1,0,20,30,26,"tech.1","tech.2","tech.2",285,205,205
46,"yes","yes","yr2017",2017,0,0,0,17,9,9,"tech.4","tech.4","tech.3",180,315,300
47,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.1",NA,NA,NA
48,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.4","tech.3","tech.4",NA,NA,NA
49,"yes","no","yr2017",2017,0,0,0,3,1,0,"tech.3","tech.3","tech.4",100,265,20
50,"yes","no","yr2017",2017,0,0,0,0,1,0,"tech.1","tech.1","tech.4",205,35,310
51,"no","no","yr2017",2017,0,0,0,NA,NA,NA,"tech.1","tech.2","tech.3",NA,NA,NA
52,"yes","no","yr2017",2017,0,0,0,0,0,0,"tech.1","tech.3","tech.3",115,115,155
53,"no","no","yr2017",2017,1,0,0,NA,NA,NA,"tech.1","tech.4","tech.2",NA,NA,NA
